NIMSPContributorID	NIMSPContributorName	CRPOrgID	CRPOrgName	NIMSPTotalDollars	CRPTotalDollars	CombinedTotalDollars	NIMSPIndustryName
8627	RACING ASSOCIATIONS OF ILLINOIS			77950	0	77950	Gambling & Casinos
14466	NEW JERSEY ACADEMY OF OPHTHALMOLOGY			77905.91	0	77905.91	Health Professionals
11057	CHIVUKULA FOR ASSEMBLY, UPENDRA J			77900	0	77900	Candidate Committees
0		D000030812	Vern Clark & Assoc	0	77900	77900	Lawyers & Lobbyists
0		D000024624	Carlson Companies	0	77895	77895	Lodging & Tourism
14324	MORGAN PARTNERS INC			77850	0	77850	Uncoded
0		D000034154	Granite Assoc	0	77850	77850	Telecom Services & Equipment
10370	BETTER GOVERNMENT PAC			77806	0	77806	Uncoded
0		D000034020	Georgia Superior Court	0	77800	77800	Civil Servants/Public Officials
689	CORCORAN & ASSOCIATES	D000032869	Corcoran & Assoc	31887.97	45900	77787.97	Accountants
0		D000030130	Stonegate Capital Partners	0	77787	77787	Securities & Investment
0		D000033611	Federal Trade Commission	0	77751	77751	Civil Servants/Public Officials
0		D000037075	Reynolds Development	0	77750	77750	Real Estate
11123	CLAY JR FOR CONGRESS	D000032646	Clay Jr for Congress	14208	63508	77716	Candidate Committees
2732	VANETIK INTERNATIONAL	D000030789	Vanetik International	3200	74500	77700	Business Services
0		D000032890	Corry Capital Advisors	0	77700	77700	Securities & Investment
14257	MISSOURI LEADERSHIP CMTE			77650	0	77650	Party Committees
4133	NEW YORK HEALTH PLAN ASSOCIATION	D000045046	New York Health Plan Assn	77362	250	77612	Health Services
12647	GULF SOUTH CAPITAL	D000043172	Gulfsouth Capital	31500	46100	77600	Securities & Investment
0		D000035930	Mitt Romney/Presidential Candidate	0	77600	77600	Conservative Policy Organization
7059	HEALTH POLICY LEADERSHIP ALLIANCE			77587	0	77587	Hospitals & Nursing Homes
0		D000033195	Diversified Pacific	0	77550	77550	Real Estate
15906	SFM SERVICES INC	D000045171	SFM Services	60250	17250	77500	Special Trade Contractors
14605	NORTH CAROLINA ASSOCIATION OF NURSE ANESTHETISTS			77500	0	77500	Health Professionals
0		D000032149	Brookline Partners	0	77500	77500	Securities & Investment
0		D000037269	Rt Interiors	0	77500	77500	Special Trade Contractors
1323	INTEGRATED ARCHIVE SYSTEMS	D000034700	Integrated Archive Systems	1000	76490	77490	Computer Equipment & Services
12735	HARTER SECREST & EMERY	D000044887	Harter, Secrest & Emery	57800.33	19680	77480.33	Lawyers & Lobbyists
0		D000031646	Artists Talent Management	0	77475	77475	TV & Movie Production/Distribution
0		D000031533	Analysis Group	0	77425	77425	Business Services
0		D000032840	Consumer Litigation Assoc	0	77400	77400	Lawyers & Lobbyists
0		D000032863	Cooper Group of Companies	0	77400	77400	Uncoded
0		D000037662	Solil Management	0	77400	77400	Business Services
833	DORADO SERVICES	D000033243	Dorado Services	44999	32400	77399	Waste Management
10766	CALIFORNIA LAND TITLE ASSOCIATION	D000044717	California Land Title	76900	450	77350	Real Estate
0		D000030672	University of Mississippi	0	77344	77344	Education
1956	ORTHOPEDIC HOSPITAL OF OKLAHOMA	D000028176	Orthopedic Hospital of Oklahoma	34800	42500	77300	Hospitals & Nursing Homes
0		D000037194	Roger G Worthington PC	0	77300	77300	Lawyers & Lobbyists
11681	DEVLIN, FRIENDS OF RICHARD			77290	0	77290	Candidate Committees
16305	SUSQUEHANNA PFALTZGRAFF CO	D000044498	Pfaltzgraff Co	42650	34627	77277	Real Estate
13763	LOUISIANA ASSOCIATION OF NURSE ANESTHETISTS			77266.79	0	77266.79	Health Professionals
0		D000025081	Congressional Majority Cmte	0	77263	77263	Leadership PACs
15807	SCHNEIDER, CMTE TO ELECT MICHELLE			77250	0	77250	Candidate Committees
0		D000036342	Observatory Group	0	77250	77250	Business Services
14197	MILLERS PROFESSIONAL IMAGING	D000045008	Miller's Professional Imaging	55250	21950	77200	Business Services
0		D000030120	Stiletto Entertainment	0	77200	77200	TV & Movie Production/Distribution
0		D000030882	Waldo Trading	0	77200	77200	Miscellaneous Business
0		D000037585	Silver State Materials	0	77200	77200	Building Materials & Equipment
0		D000030846	Virginia Commonwealth University	0	77123	77123	Education
959	FARMERS RICE COOPERATIVE	D000025765	Farmers' Rice Cooperative	800	76313	77113	Crop Production & Basic Processing
2169	RANGER CAPITAL MANAGEMENT	D000036962	Ranger Capital Management	5000	72100	77100	Securities & Investment
10101	ARMOUR PROPERTIES CV LLC	D000044659	Armour Properties	75000	2100	77100	Real Estate
0		D000030448	Todd G Patkin Companies	0	77100	77100	Securities & Investment
0		D000035323	Legacy International	0	77100	77100	Oil & Gas
0		D000036609	Pequot Capital Management	0	77100	77100	Securities & Investment
1092	GENEVA-ROTH VENTURES	D000033997	Geneva-Roth Ventures	20000	57095	77095	Finance & Credit Companies
0		D000036020	Mortarnet	0	77079	77079	Building Materials & Equipment
8336	OREGON BUSINESS ASSOCIATION			77068	0	77068	Business Associations
0		D000032094	Brandeis University	0	77043	77043	Education
0		D000030684	University of Pennsylvania Hospital	0	77023	77023	Hospitals & Nursing Homes
16799	VALUEACT CAPITAL PARTNERS	D000030775	ValueAct Capital Partners	20000	57000	77000	Securities & Investment
10168	AUST FOR MISSOURI SENATE, SANDRA			77000	0	77000	Candidate Committees
0		D000027868	National Ocean Industries Assn	0	77000	77000	Oil & Gas
0		D000030853	Vista Print	0	76944	76944	Printing & Publishing
5567	23RD DEMOCRATIC SENATORIAL DISTRICT CMTE			76900	0	76900	Party Committees
4796	ALASKA REPUBLICAN PARTY			76876	0	76876	Party Committees
1544	LIGGETT VECTOR BRANDS	D000035389	Liggett Vector Brands	17025	59828	76853	Tobacco
0		D000035115	Kinkos Inc	0	76850	76850	Business Services
14952	PATTEN, FRIENDS OF MATT			76826.56	0	76826.56	Candidate Committees
339	BECTON DICKINSON & CO	D000024300	Becton, Dickinson & Co	100	76726	76826	Pharmaceuticals & Health Products
10341	BERG, FRIENDS OF PATTY			76800	0	76800	Candidate Committees
16725	UNITED CONTRACTORS	D000030623	United Contractors	57100	19650	76750	General Contractors
15998	SMITH JR, CMTE TO ELECT VANCE C			76750	0	76750	Candidate Committees
0		D000027863	National Lumber & Bldg Material Dealers	0	76750	76750	Building Materials & Equipment
0		D000032061	Boston Provident	0	76730	76730	Securities & Investment
2663	TURNER ENTERPRISES	D000030580	Turner Enterprises	2365	74350	76715	Livestock
13980	MASSMUTUAL	D000044217	Mass Mutual Financial Group	44085	32625	76710	Miscellaneous Finance, Insurance & Real Estate
7834	MINNESOTA TRIAL LAWYERS ASSOCIATION			76700	0	76700	Lawyers & Lobbyists
0		D000036937	Rader Properties	0	76700	76700	Real Estate
0		D000033503	Ergon Inc	0	76660	76660	Oil & Gas
9735	72ND DEMOCRATIC LEGISLATIVE DISTRICT CMTE			76650	0	76650	Party Committees
12993	HUFFMAN FOR ASSEMBLY 2008			76650	0	76650	Candidate Committees
0		D000031027	WH Trading	0	76650	76650	Securities & Investment
0		D000036058	Murphy Tomatoes	0	76650	76650	Crop Production & Basic Processing
0		D000035833	Metropolitan Real Estate Investors	0	76625	76625	Real Estate
0		D000034744	Iowa State University	0	76621	76621	Education
4942	UTAH DEMOCRATIC PARTY	D000025416	UTAH DEMOCRATIC PARTY	76609.45	0	76609.45	Party Committees
13167	INTEGRITY IN LAW ENFORCEMENT			76600	0	76600	Other/Single Issue Groups
0		D000034320	Harkham Industries	0	76600	76600	Miscellaneous Manufacturing & Distributing
0		D000036104	National Breast Cancer Coalition	0	76600	76600	Health & Welfare Policy
9693	35TH REPUBLICAN LEGISLATIVE DISTRICT CMTE			76575	0	76575	Party Committees
405	BRASFIELD & GORRIE	D000032097	Brasfield & Gorrie	15850	60700	76550	General Contractors
6915	GEORGIA OILMENS ASSOCIATION			76550	0	76550	Oil & Gas
0		D000027252	Livestock Marketing Assn	0	76550	76550	Livestock
0		D000031964	Billing Services Group	0	76550	76550	Accountants
1307	INDEPENDENT ELECTRICAL CONTRACTORS	D000026596	Independent Electrical Contractors	35	76500	76535	Special Trade Contractors
8593	PROTECTIVE LIFE INSURANCE	D000028475	Protective Life Corp	17000	59500	76500	Insurance
0		D000030843	Vintage Capital Group	0	76500	76500	Securities & Investment
0		D000036807	Presidential Suites	0	76500	76500	Uncoded
0		D000031447	Altshuler Berzon Llp	0	76480	76480	Lawyers & Lobbyists
0		D000036810	Prestage Farms	0	76475	76475	Crop Production & Basic Processing
0		D000035370	LHC Group	0	76457	76457	Health Services
16995	WASHINGTON STATE BUILDING & CONSTRUCTION TRADES COUNCIL			76455	0	76455	General Trade Unions
0		D000032127	Brigham Young University	0	76440	76440	Education
0		D000031531	An Bryce Foundation	0	76434	76434	Nonprofit Institutions
0		D000037129	River Road Entertainment	0	76420	76420	TV & Movie Production/Distribution
8252	NOWELL AMOROSO KLEIN BIERMAN	D000036287	Nowell, Amoroso et al	16300	60100	76400	Lawyers & Lobbyists
8440	PEOPLES BANK	D000036602	Peoples Bank	32100	44300	76400	Commercial Banks
12559	GRANGER CONSTRUCTION	D000044232	Granger Construction	59400	17000	76400	General Contractors
11599	DEFRANCISCO, CITIZENS FOR			76375	0	76375	Candidate Committees
16634	TRANSPAC	D000029495	Trans PAC	20474.5	55895	76369.5	Leadership PACs
16238	STRATEGY GROUP	D000030148	Strategy Group	45770.66	30595	76365.66	Business Services
0		D000033020	Dallas County, TX	0	76363	76363	Civil Servants/Public Officials
0		D000035409	Linklaters LLP	0	76360	76360	Lawyers & Lobbyists
0		D000030436	Tinicum Inc	0	76347	76347	Securities & Investment
0		D000033769	Foundation Capital	0	76300	76300	Securities & Investment
0		D000034915	Johnson Group	0	76300	76300	TV & Movie Production/Distribution
10076	ARCELORMITTAL	D000024112	ArcelorMittal	59150	17144	76294	Steel
9150	TENNESSEE HOTEL & LODGING ASSOCIATION			76250	0	76250	Lodging & Tourism
12163	FLORIDA COUNCIL FOR BEHAVIORAL HEALTH CARE			76250	0	76250	Health Services
0		D000034263	Hachette Filipacchi Media	0	76250	76250	Printing & Publishing
13379	KEAN FOR SENATE, THOMAS			76248.77	0	76248.77	Candidate Committees
15880	SENATE MAJORITY PAC			76246.73	0	76246.73	Lawyers & Lobbyists
0		D000031694	Atlantic Trust	0	76200	76200	Securities & Investment
0		D000033784	Fox, Paine & Co	0	76200	76200	Securities & Investment
0		D000036066	Mustang Drilling	0	76175	76175	Oil & Gas
16798	VALUE DRUG	D000045243	Value Drug Co	73850	2300	76150	Pharmaceuticals & Health Products
16352	TART FOR NORTH CAROLINA HOUSE, JOE			76150	0	76150	Candidate Committees
12080	FELD, FRIENDS OF LIZ			76110	0	76110	Candidate Committees
13070	ILLINOIS CONSULTING ENGINEERS			76103.62	0	76103.62	Construction Services
1571	LOUISIANA MACHINERY	D000035461	Louisiana Machinery	20750	55350	76100	Building Materials & Equipment
2230	RING POWER CORP	D000037125	Ring Power Corp	2000	74100	76100	Electric Utilities
0		D000033421	Emats Inc	0	76100	76100	Construction Services
0		D000035433	Logicworks Corp	0	76100	76100	Computer Equipment & Services
13568	LANDMARK STRATEGIES	D000044962	Landmark Strategies Inc	66437.35	9650	76087.35	Business Services
2245	ROBINSON CALCAGNIE & ROBINSON	D000037173	Robinson, Calcagnie & Robinson	18100	57971	76071	Lawyers & Lobbyists
886	EDISON PROPERTIES	D000033380	Edison Properties	5400	70600	76000	Real Estate
13823	LUVERA BARNETT BRINDLEY BENINGER & CUNNINGHAM			76000	0	76000	Lawyers & Lobbyists
13896	MANAGED CITRUS			76000	0	76000	Crop Production & Basic Processing
15548	RIVERSIDE CASINO & GOLF RESORT			76000	0	76000	Gambling & Casinos
16709	UECKER, CMTE TO ELECT JOE			76000	0	76000	Candidate Committees
0		D000043201	McKeon-California Victory Cmte	0	76000	76000	Conservative Policy Organization
12825	HICKMANS EGG RANCH	D000044896	Hickman's Egg Ranch	75780	200	75980	Poultry & Eggs
9012	ST LOUIS HOME BUILDERS ASSOCIATION			75975	0	75975	Home Builders
0		D000036143	NC State University	0	75961	75961	Education
10065	APS HEALTHCARE	D000044654	APS Healthcare	69350	6600	75950	Health Services
15768	SAUNDERS PROPERTY CO	D000037392	Saunders Property	37050	38900	75950	Real Estate
460	CALIFORNIA POULTRY FEDERATION	D000024563	California Poultry Federation	40700	35200	75900	Poultry & Eggs
12426	GEORGIA SOCIETY OF AMBULATORY SURGERY CENTERS			75900	0	75900	Health Services
5586	32ND REPUBLICAN SENATORIAL DISTRICT CMTE			75860	0	75860	Party Committees
9932	ALTERS BOLDT BROWN RASH & CULMO PA	D000031444	Alters, Boldt et al	25000	50850	75850	Lawyers & Lobbyists
0		D000036472	Padron Cigars	0	75835	75835	Tobacco companies & tobacco product sales
12627	GROSS FOR SUPERVISOR, PENNY	D000045097	GROSS FOR SUPERVISOR, PENNY	75810	0	75810	Candidate Committees
1327	INTERGRAPH CORP	D000026639	Intergraph Corp	1950	73850	75800	Computer Equipment & Services
17230	WPM EXPLORATION	D000045282	Wpm Exploration	58500	17300	75800	Oil & Gas
0		D000027793	National Assn for Uniformed Services	0	75800	75800	Military
0		D000032469	Century Management	0	75800	75800	Business Services
12934	HORNE CPA GROUP	D000043748	Horne CPA Group	52050	23700	75750	Accountants
16446	TEXAS DAIRYMEN PAC			75700	0	75700	Dairy
0		D000036659	Phelps Enterprises International	0	75700	75700	Business Services
0		D000030793	Vantage Point Venture Partners	0	75670	75670	Securities & Investment
12245	FORESIGHT OPHTHALMOLOGY PAC			75632.64	0	75632.64	Health Professionals
0		D000037741	SRI International	0	75620	75620	Business Services
8405	PECK BLOOM AUSTRIACO & MITCHELL	D000036573	Peck, Bloom et al	59560.7	16050	75610.7	Lawyers & Lobbyists
15179	PORTER ELECTION CMTE, DUBOSE			75600	0	75600	Candidate Committees
0		D000033585	Far Hills Group	0	75600	75600	Securities & Investment
0		D000034253	Gymboree Corp	0	75600	75600	Retail Sales
0		D000035169	Kojaian Companies	0	75600	75600	Real Estate
1454	KNAPHEIDE MANUFACTURING	D000035150	Knapheide Manufacturing	27325	48200	75525	Trucking
15486	RESTORE AMERICA PAC	D000028700	Restore America PAC	29500	46000	75500	Leadership PACs
6138	CALDER RACE COURSE			75500	0	75500	Gambling & Casinos
7577	LOUISIANA BANKERS ASSOCIATION			75500	0	75500	Commercial Banks
9078	SUNRISE HEALTHCARE SYSTEM			75500	0	75500	Hospitals & Nursing Homes
12611	GRENDELL FOR GOOD GOVERNMENT			75500	0	75500	Candidate Committees
14454	NEVADA INAUGURATION EVENTS			75500	0	75500	Business Services
15900	SERVICE CORP INTERNATIONAL			75500	0	75500	Miscellaneous Services
0		D000024101	Appraisal Institute	0	75500	75500	Real Estate
0		D000033831	Friends for Frank Wolf	0	75500	75500	Candidate Committees
17263	YOUNG FOR SENATE, CATHARINE			75476.26	0	75476.26	Candidate Committees
15166	POLLARD, FRIENDS OF ALBERT 			75400	0	75400	Candidate Committees
0		D000024225	Badger PAC	0	75400	75400	Leadership PACs
0		D000032880	Cornerstone Research	0	75382	75382	Business Services
2243	ROBERTSONS READY MIX	D000037169	Robertsons Ready Mix	27080	48300	75380	Building Materials & Equipment
0		D000033511	Erwin-Penland	0	75376	75376	Business Services
0		D000027542	Mesabi Fund	0	75361	75361	Leadership PACs
2162	RAIL MANAGEMENT CORP	D000036946	Rail Management Corp	2500	72850	75350	Railroads
15374	RAYNES MCCARTY	D000036971	Raynes McCarty	21000	54350	75350	Lawyers & Lobbyists
11440	CRAWFORD LEWIS PLLC	D000032935	Crawford Lewis	24500	50848	75348	Lawyers & Lobbyists
14527	NEW YORK STATE INSURANCE ASSOCIATION			75320	0	75320	Insurance
0		D000022259	Solutions America	0	75300	75300	Leadership PACs
0		D000035002	KapStone Paper & Packaging	0	75275	75275	Forestry & Forest Products
0		D000031081	Williams Group International	0	75262	75262	General Contractors
0		D000026262	GOP Generation Y Fund	0	75250	75250	Leadership PACs
0		D000035812	Meridian Capital	0	75250	75250	Real Estate
13024	HUTTLE FOR ASSEMBLY, FUND OF VALERIE VAINIERI			75225	0	75225	Candidate Committees
14519	NEW YORK STATE BOTTLERS ASSOCIATION			75198	0	75198	Beer, Wine & Liquor
0		D000034324	Harmonix Music Systems	0	75171	75171	Computer Equipment & Services
15872	SENATE DEMOCRATIC CAUCUS OF SOUTH CAROLINA			75161.21	0	75161.21	Party Committees
14463	NEW CENTENNIAL PAC			75150	0	75150	Leadership PACs
0		D000033327	E Stewart Mitchell Inc	0	75101	75101	Building Materials & Equipment
7051	HAWTHORNE NATIONAL			75100	0	75100	Gambling & Casinos
17213	WOODVINE GROUP			75100	0	75100	Chemical & Related Manufacturing
0		D000035501	Lutgert Companies	0	75100	75100	Real Estate
12772	HEALTH PARTNERS OF PHILADELPHIA	D000026429	Health Partners	17325	57754	75079	Health Services
8580	INTERNATIONAL FEDERATION OF PROFESSIONAL & TECHNICAL ENGINEERS			75075	0	75075	General Trade Unions
3400	TEXAS CHIROPRACTIC ASSOCIATION			75050	0	75050	Health Professionals
11537	DAUCHER FOR SENATE 2006			75048	0	75048	Candidate Committees
12301	FREEDOM FINANCIAL CORP	D000044852	FREEDOM FINANCIAL CORP	75000	0	75000	Insurance
10033	ANIMAL WELFARE ADVOCACY INC			75000	0	75000	Uncoded
10090	ARIYAN FLETCHER & MANNA CMTE			75000	0	75000	Joint Candidate Committee
10372	BEVERLY MORGAN & AFFILIATED ENTITY MOBILEPARK MGT			75000	0	75000	Uncoded
10932	CARY CONDOTTA SURPLUS ACCOUNT			75000	0	75000	Candidate Committees
10974	CENTER FRESH EGG FARM			75000	0	75000	Poultry & Eggs
11548	DAVID HANNA TRUST			75000	0	75000	Computer Equipment & Services
11562	DAWSON MANAGEMENT GROUP			75000	0	75000	Lodging & Tourism
12175	FLORIDA HEALTH PLAN ADMINISTRATORS			75000	0	75000	Health Services
12267	FOULKE MANAGEMENT			75000	0	75000	Lawyers & Lobbyists
12645	GULF GREYHOUND PARTNERS			75000	0	75000	Gambling & Casinos
12667	H & J CONTRACTING			75000	0	75000	General Contractors
12730	HARRISON GROUP			75000	0	75000	Lodging & Tourism
14927	PARLETTE LINDA - SURPLUS FUNDS ACCOUNT			75000	0	75000	Candidate Committees
15102	PILEGGI VICTORY CMTE			75000	0	75000	Candidate Committees
15775	SAVE-THE-REDWOODS LEAGUE			75000	0	75000	Uncoded
15866	SEMINOLE BOXING & PROMOTIONS			75000	0	75000	Recreation & Live Entertainment
0		D000021932	Congressional Black Caucus PAC	0	75000	75000	Minority & Ethnic Groups
0		D000030140	Strategic Communications	0	75000	75000	Telecom Services & Equipment
0		D000034038	GH Palmer Assoc	0	75000	75000	Real Estate
0		D000035734	McHenry for Congress	0	75000	75000	Candidate Committees
0		D000034043	GHK Co	0	74996	74996	Mining
0		D000031972	Bitterblue Inc	0	74975	74975	Real Estate
1066	GALLOP JOHNSON & NEUMAN	D000033945	Gallop, Johnson & Neuman	42865	32100	74965	Lawyers & Lobbyists
0		D000032000	Bluestem Capital	0	74958	74958	Securities & Investment
0		D000037809	State of Nevada	0	74950	74950	Civil Servants/Public Officials
0		D000033322	Dyniftic Corp	0	74900	74900	Computer Equipment & Services
0		D000033509	Ervin Technical Assoc	0	74900	74900	Lawyers & Lobbyists
9546	WORKERS COMPENSATION FUND OF UTAH			74880.32	0	74880.32	Insurance
0		D000035515	M Financial Group	0	74865	74865	Securities & Investment
